latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
-22.18603,-63.64778,317.6,0.49,0.65,2026-04-01,0444,SNPP,SNPP,n,2.0NRT,290.73,1.96,N
-26.46986,-58.64312,316.25,0.4,0.45,2026-04-01,0446,SNPP,SNPP,n,2.0NRT,293.82,1.2,N
-26.13013,-61.23761,337.9,0.58,0.52,2026-04-01,0446,SNPP,SNPP,n,2.0NRT,295.99,4.23,N
-26.12885,-61.2434,307.32,0.58,0.52,2026-04-01,0446,SNPP,SNPP,n,2.0NRT,295.04,4.23,N
-26.13363,-61.24472,329.23,0.58,0.52,2026-04-01,0446,SNPP,SNPP,n,2.0NRT,295.57,4.48,N
-26.13491,-61.2389,340.77,0.58,0.52,2026-04-01,0446,SNPP,SNPP,n,2.0NRT,295.57,4.48,N
-26.13969,-61.24022,330.7,0.58,0.52,2026-04-01,0446,SNPP,SNPP,n,2.0NRT,295.07,4.48,N
-26.13841,-61.24601,310.82,0.58,0.52,2026-04-01,0446,SNPP,SNPP,n,2.0NRT,294.83,4.48,N
-26.59947,-61.00053,309.6,0.55,0.51,2026-04-01,0446,SNPP,SNPP,n,2.0NRT,295.56,2.47,N
-26.60798,-62.22485,325.12,0.32,0.55,2026-04-01,0446,SNPP,SNPP,n,2.0NRT,295.51,1.78,N
-26.60558,-62.22495,323.06,0.32,0.55,2026-04-01,0446,SNPP,SNPP,n,2.0NRT,295.81,1.68,N
-26.6713,-62.43016,321.44,0.33,0.55,2026-04-01,0446,SNPP,SNPP,n,2.0NRT,295.6,1.2,N
-26.46905,-58.64717,303.81,0.4,0.45,2026-04-01,0446,SNPP,SNPP,n,2.0NRT,293.61,1.2,N
-26.67205,-62.42682,317.84,0.33,0.55,2026-04-01,0446,SNPP,SNPP,n,2.0NRT,295.56,1.2,N
-26.67636,-62.43163,305.85,0.33,0.55,2026-04-01,0446,SNPP,SNPP,n,2.0NRT,294.9,0.54,N
-26.67245,-62.43032,327.93,0.33,0.55,2026-04-01,0446,SNPP,SNPP,n,2.0NRT,295.86,1.47,N
-26.67323,-62.42699,318.46,0.33,0.55,2026-04-01,0446,SNPP,SNPP,n,2.0NRT,295.43,1.47,N
-27.06895,-61.10166,305.96,0.54,0.51,2026-04-01,0446,SNPP,SNPP,n,2.0NRT,295.82,1.93,N
-27.01001,-61.41901,320.76,0.57,0.52,2026-04-01,0446,SNPP,SNPP,n,2.0NRT,296.07,3.65,N
-27.01126,-61.41327,311.02,0.57,0.52,2026-04-01,0446,SNPP,SNPP,n,2.0NRT,295.15,1.75,N
-28.01667,-56.42584,303.76,0.45,0.39,2026-04-01,0446,SNPP,SNPP,n,2.0NRT,293.15,0.4,N
-27.06982,-61.10329,310.14,0.54,0.51,2026-04-01,0446,SNPP,SNPP,n,2.0NRT,295.77,1.75,N
-27.01008,-61.41401,323.9,0.57,0.52,2026-04-01,0446,SNPP,SNPP,n,2.0NRT,295.4,2.72,N
-27.00879,-61.41975,310.36,0.57,0.52,2026-04-01,0446,SNPP,SNPP,n,2.0NRT,295.77,2.72,N
-27.0862,-61.41102,312.73,0.57,0.52,2026-04-01,0446,SNPP,SNPP,n,2.0NRT,295.68,1.59,N
-27.08747,-61.4053,306.04,0.57,0.52,2026-04-01,0446,SNPP,SNPP,n,2.0NRT,295,1.12,N
-27.33865,-60.37344,337.1,0.49,0.48,2026-04-01,0446,SNPP,SNPP,n,2.0NRT,295.52,3.65,N
-27.33966,-60.37515,333.9,0.49,0.48,2026-04-01,0446,SNPP,SNPP,n,2.0NRT,295.16,4.61,N
-28.78961,-57.69568,331.82,0.5,0.41,2026-04-01,0446,SNPP,SNPP,n,2.0NRT,294,10.49,N
-28.79059,-57.69059,349.4,0.5,0.41,2026-04-01,0446,SNPP,SNPP,n,2.0NRT,295.89,10.49,N
-28.79432,-57.69151,336.58,0.5,0.41,2026-04-01,0446,SNPP,SNPP,n,2.0NRT,296.81,10.49,N
-28.7953,-57.68642,328.43,0.5,0.41,2026-04-01,0446,SNPP,SNPP,n,2.0NRT,293.64,9.49,N
-28.79334,-57.6966,308.52,0.5,0.41,2026-04-01,0446,SNPP,SNPP,n,2.0NRT,293.08,10.49,N
-29.02873,-57.50661,310.48,0.48,0.4,2026-04-01,0446,SNPP,SNPP,n,2.0NRT,293.13,0.89,N
-29.1227,-58.70342,308.06,0.55,0.43,2026-04-01,0446,SNPP,SNPP,n,2.0NRT,293.76,1.16,N
-29.12495,-58.70535,312.34,0.55,0.43,2026-04-01,0446,SNPP,SNPP,n,2.0NRT,293.38,1.94,N
-29.01112,-61.26655,305.85,0.51,0.49,2026-04-01,0446,SNPP,SNPP,n,2.0NRT,295.48,0.9,N
-29.51316,-59.75261,317.81,0.41,0.45,2026-04-01,0446,SNPP,SNPP,n,2.0NRT,293.86,1.22,N
-29.31251,-61.47607,326.37,0.51,0.5,2026-04-01,0446,SNPP,SNPP,n,2.0NRT,296.4,3.49,N
-29.81849,-63.43635,322.71,0.32,0.55,2026-04-01,0446,SNPP,SNPP,n,2.0NRT,293.64,1.83,N
-29.82349,-63.43792,331.29,0.32,0.55,2026-04-01,0446,SNPP,SNPP,n,2.0NRT,293.97,1.83,N
-31.6532,-60.80733,311.3,0.42,0.46,2026-04-01,0446,SNPP,SNPP,n,2.0NRT,294.21,1.23,N
-31.65416,-60.80287,308.3,0.42,0.45,2026-04-01,0446,SNPP,SNPP,n,2.0NRT,294.11,1.23,N
-25.41358,-58.17049,304.95,0.4,0.44,2026-04-01,0446,SNPP,SNPP,n,2.0NRT,292.5,0.51,N
-25.79085,-58.97758,310.73,0.43,0.46,2026-04-01,0446,SNPP,SNPP,n,2.0NRT,293.78,1.05,N
-25.79175,-58.97326,307.92,0.43,0.46,2026-04-01,0446,SNPP,SNPP,n,2.0NRT,293.88,1.05,N
-25.79417,-58.98297,338.92,0.43,0.46,2026-04-01,0446,SNPP,SNPP,n,2.0NRT,294.96,5.48,N
-25.79507,-58.97863,367,0.43,0.46,2026-04-01,0446,SNPP,SNPP,h,2.0NRT,295.49,11.4,N
-25.79596,-58.9743,348.84,0.43,0.46,2026-04-01,0446,SNPP,SNPP,n,2.0NRT,295.34,11.4,N
-25.79838,-58.98404,312.93,0.43,0.46,2026-04-01,0446,SNPP,SNPP,n,2.0NRT,293.72,5.48,N
-25.66785,-61.37631,311.9,0.6,0.53,2026-04-01,0446,SNPP,SNPP,n,2.0NRT,295.57,2.95,N
-25.67271,-61.37764,338.79,0.6,0.53,2026-04-01,0446,SNPP,SNPP,n,2.0NRT,296.96,2.95,N
-25.46463,-62.30742,318.21,0.35,0.56,2026-04-01,0446,SNPP,SNPP,n,2.0NRT,296.29,0.91,N
-25.46542,-62.30397,305.78,0.35,0.56,2026-04-01,0446,SNPP,SNPP,n,2.0NRT,295.76,0.91,N
-26.31183,-58.49133,320.46,0.4,0.44,2026-04-01,0446,SNPP,SNPP,n,2.0NRT,293.78,1.97,N
-26.3145,-58.49177,322.03,0.4,0.44,2026-04-01,0446,SNPP,SNPP,n,2.0NRT,293.68,2.1,N
-25.86915,-60.72908,328.32,0.55,0.51,2026-04-01,0446,SNPP,SNPP,n,2.0NRT,295.65,5.48,N
-26.28357,-59.34237,308.76,0.45,0.47,2026-04-01,0446,SNPP,SNPP,n,2.0NRT,294.13,0.89,N
-26.28783,-59.34348,311.92,0.45,0.47,2026-04-01,0446,SNPP,SNPP,n,2.0NRT,293.78,0.89,N
-34.857,-57.89552,316.23,0.43,0.38,2026-04-01,0449,SNPP,SNPP,n,2.0NRT,290.26,1.64,N
-33.25678,-60.28374,310.12,0.56,0.43,2026-04-01,0449,SNPP,SNPP,n,2.0NRT,292.95,2.05,N
-33.3665,-60.16014,326.74,0.55,0.43,2026-04-01,0449,SNPP,SNPP,n,2.0NRT,293.46,3.67,N
-33.37039,-60.16126,308.7,0.55,0.43,2026-04-01,0449,SNPP,SNPP,n,2.0NRT,293.14,1.94,N
-33.37668,-60.15062,317.31,0.55,0.43,2026-04-01,0449,SNPP,SNPP,n,2.0NRT,292.53,3.68,N
-34.14727,-58.98466,330.6,0.47,0.4,2026-04-01,0449,SNPP,SNPP,n,2.0NRT,292.74,2.8,N
-34.14628,-58.9898,314.29,0.47,0.4,2026-04-01,0449,SNPP,SNPP,n,2.0NRT,292.38,2.68,N
-34.15417,-58.94885,312.14,0.47,0.4,2026-04-01,0449,SNPP,SNPP,n,2.0NRT,293.28,1.73,N
-34.15091,-58.98569,323.58,0.47,0.4,2026-04-01,0449,SNPP,SNPP,n,2.0NRT,292.32,2.83,N
-34.14993,-58.99081,303.75,0.47,0.4,2026-04-01,0449,SNPP,SNPP,n,2.0NRT,291.96,1.84,N
-34.15781,-58.94985,306.3,0.47,0.4,2026-04-01,0449,SNPP,SNPP,n,2.0NRT,293.13,1.29,N
-34.24085,-58.92624,316.77,0.47,0.4,2026-04-01,0449,SNPP,SNPP,n,2.0NRT,291.99,1.38,N
-37.42793,-69.17856,299.48,0.43,0.62,2026-04-01,0451,SNPP,SNPP,n,2.0NRT,285.38,1.8,N
-38.01539,-68.60093,298.3,0.39,0.59,2026-04-01,0451,SNPP,SNPP,n,2.0NRT,285.29,1.46,N
-38.31974,-68.78184,296.28,0.39,0.59,2026-04-01,0451,SNPP,SNPP,n,2.0NRT,284.2,2.1,N
-38.32094,-68.77742,296.73,0.39,0.59,2026-04-01,0451,SNPP,SNPP,n,2.0NRT,284.73,1.67,N
-38.01009,-68.5985,303.54,0.39,0.59,2026-04-01,0451,SNPP,SNPP,n,2.0NRT,285.9,1.81,N
-37.42928,-69.17383,321.49,0.43,0.62,2026-04-01,0451,SNPP,SNPP,n,2.0NRT,285.38,1.8,N
-37.42913,-69.17444,326.04,0.43,0.62,2026-04-01,0451,SNPP,SNPP,n,2.0NRT,285.33,1.79,N
-38.31892,-68.77816,306.94,0.39,0.59,2026-04-01,0451,SNPP,SNPP,n,2.0NRT,285.54,2.13,N
-38.74553,-68.83924,305.47,0.38,0.59,2026-04-01,0451,SNPP,SNPP,n,2.0NRT,271.88,1.39,N
-37.08796,-69.48112,296.51,0.46,0.63,2026-04-01,0451,SNPP,SNPP,n,2.0NRT,285.69,0.49,N
-37.08232,-69.47848,314.4,0.46,0.63,2026-04-01,0451,SNPP,SNPP,n,2.0NRT,285.95,1.23,N
-37.4235,-69.17229,301.94,0.43,0.62,2026-04-01,0451,SNPP,SNPP,n,2.0NRT,284.88,1.79,N
-37.4273,-69.09859,296.4,0.4,0.6,2026-04-01,0629,SNPP,SNPP,n,2.0NRT,283.51,0.85,N
-38.6983,-68.70209,325.1,0.43,0.62,2026-04-01,0629,SNPP,SNPP,n,2.0NRT,283.62,2.22,N
-38.69806,-68.70743,312.25,0.43,0.62,2026-04-01,0629,SNPP,SNPP,n,2.0NRT,283.26,2.22,N
-37.08641,-69.48086,311.7,0.38,0.58,2026-04-01,0629,SNPP,SNPP,n,2.0NRT,285.01,1.41,N
-37.08668,-69.47616,298.62,0.38,0.58,2026-04-01,0629,SNPP,SNPP,n,2.0NRT,284.7,0.79,N
-37.52605,-69.09177,303.83,0.4,0.6,2026-04-01,0629,SNPP,SNPP,n,2.0NRT,284.49,0.72,N
-37.5317,-69.09222,300.54,0.4,0.6,2026-04-01,0629,SNPP,SNPP,n,2.0NRT,283.46,0.72,N
-37.71307,-69.14248,304.1,0.4,0.6,2026-04-01,0629,SNPP,SNPP,n,2.0NRT,284.06,1.26,N
-37.71333,-69.13793,308.58,0.4,0.6,2026-04-01,0629,SNPP,SNPP,n,2.0NRT,284.33,1.42,N
-37.71511,-69.1433,301.07,0.4,0.6,2026-04-01,0629,SNPP,SNPP,n,2.0NRT,283.67,0.73,N
-37.71535,-69.13875,299.91,0.4,0.6,2026-04-01,0629,SNPP,SNPP,n,2.0NRT,284.07,0.73,N
-38.19929,-68.72714,341.08,0.42,0.61,2026-04-01,0629,SNPP,SNPP,n,2.0NRT,285.1,2.38,N
-38.19904,-68.7321,297.83,0.42,0.61,2026-04-01,0629,SNPP,SNPP,n,2.0NRT,284.37,2.38,N
-29.64779,-62.41597,336.03,0.5,0.66,2026-04-01,1709,SNPP,SNPP,n,2.0NRT,298.14,4.04,D
-29.64158,-62.41644,331.55,0.5,0.66,2026-04-01,1709,SNPP,SNPP,n,2.0NRT,297.13,4.04,D
-29.64289,-62.4152,333.11,0.5,0.66,2026-04-01,1709,SNPP,SNPP,n,2.0NRT,297.59,3.8,D
-29.64323,-62.42061,333.27,0.5,0.66,2026-04-01,1709,SNPP,SNPP,n,2.0NRT,297.61,3.8,D
-29.16863,-57.2062,339.71,0.49,0.48,2026-04-01,1709,SNPP,SNPP,n,2.0NRT,300.07,3.28,D
-29.21266,-57.66549,334.47,0.52,0.5,2026-04-01,1709,SNPP,SNPP,n,2.0NRT,302.05,4.74,D
-29.16709,-57.2375,347.92,0.49,0.48,2026-04-01,1709,SNPP,SNPP,n,2.0NRT,301.39,14.42,D
-28.99455,-56.48375,336.99,0.44,0.46,2026-04-01,1709,SNPP,SNPP,n,2.0NRT,300.07,3.13,D
-29.42938,-61.95778,330.57,0.47,0.64,2026-04-01,1709,SNPP,SNPP,n,2.0NRT,298.44,1.95,D
-29.34722,-60.88887,334.95,0.4,0.6,2026-04-01,1709,SNPP,SNPP,n,2.0NRT,299.36,3.04,D
-29.31439,-60.83127,332.86,0.4,0.6,2026-04-01,1709,SNPP,SNPP,n,2.0NRT,296.63,4.06,D
-29.0659,-58.05293,338.82,0.54,0.51,2026-04-01,1709,SNPP,SNPP,n,2.0NRT,304.19,26.17,D
-29.06167,-58.05922,367,0.54,0.51,2026-04-01,1709,SNPP,SNPP,h,2.0NRT,301.93,21.31,D
-29.0622,-58.06496,345.48,0.54,0.51,2026-04-01,1709,SNPP,SNPP,n,2.0NRT,298.9,9.39,D
-28.89446,-56.85337,338.75,0.46,0.47,2026-04-01,1709,SNPP,SNPP,n,2.0NRT,300.06,5.55,D
-28.83714,-56.76247,334.81,0.45,0.47,2026-04-01,1709,SNPP,SNPP,n,2.0NRT,299.41,3.12,D
-28.83763,-56.76722,333.32,0.45,0.47,2026-04-01,1709,SNPP,SNPP,n,2.0NRT,299.11,3.12,D
-28.83327,-56.81129,345.44,0.46,0.47,2026-04-01,1709,SNPP,SNPP,n,2.0NRT,300.11,5.52,D
-29.80927,-59.1738,345.72,0.32,0.55,2026-04-01,1709,SNPP,SNPP,n,2.0NRT,297.58,4.24,D
-31.76927,-58.17367,330.09,0.59,0.53,2026-04-01,1709,SNPP,SNPP,n,2.0NRT,297.32,26.24,D
-31.76874,-58.16845,341.77,0.59,0.53,2026-04-01,1709,SNPP,SNPP,n,2.0NRT,298.77,26.51,D
-31.7693,-58.17486,338.75,0.59,0.53,2026-04-01,1709,SNPP,SNPP,n,2.0NRT,295.83,26.51,D
-30.13438,-59.89566,352.48,0.36,0.57,2026-04-01,1709,SNPP,SNPP,n,2.0NRT,295.53,7.01,D
-31.67432,-59.56923,331.86,0.36,0.57,2026-04-01,1709,SNPP,SNPP,n,2.0NRT,293.19,2.14,D
-30.21356,-59.15605,367,0.33,0.55,2026-04-01,1709,SNPP,SNPP,h,2.0NRT,298.81,8.26,D
-30.25482,-59.40577,337.73,0.34,0.56,2026-04-01,1709,SNPP,SNPP,n,2.0NRT,296.55,3.77,D
-30.71886,-60.03969,367,0.37,0.58,2026-04-01,1709,SNPP,SNPP,h,2.0NRT,295.26,8.79,D
-31.85581,-58.95703,345.85,0.33,0.55,2026-04-01,1709,SNPP,SNPP,n,2.0NRT,295.68,4.38,D
-31.76875,-58.16724,340.06,0.59,0.53,2026-04-01,1709,SNPP,SNPP,n,2.0NRT,296.7,33.9,D
-29.80382,-59.17091,336.18,0.32,0.55,2026-04-01,1709,SNPP,SNPP,n,2.0NRT,298.35,3.2,D
-29.80411,-59.17434,337.86,0.32,0.55,2026-04-01,1709,SNPP,SNPP,n,2.0NRT,296.44,3.2,D
-29.5665,-58.80123,332.35,0.61,0.53,2026-04-01,1709,SNPP,SNPP,n,2.0NRT,297.07,4.34,D
-29.82381,-63.4337,367,0.58,0.69,2026-04-01,1709,SNPP,SNPP,h,2.0NRT,296.79,8.51,D
-29.82411,-63.43988,331.22,0.58,0.7,2026-04-01,1709,SNPP,SNPP,n,2.0NRT,294.92,8.51,D
-29.81722,-63.43409,343.67,0.58,0.69,2026-04-01,1709,SNPP,SNPP,n,2.0NRT,295.71,13.18,D
-29.34105,-57.02944,355.19,0.48,0.48,2026-04-01,1709,SNPP,SNPP,n,2.0NRT,300.11,12.84,D
-29.81981,-63.43602,367,0.58,0.69,2026-04-01,1709,SNPP,SNPP,h,2.0NRT,297.43,25.91,D
-28.90966,-62.34814,348.65,0.49,0.65,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,299.23,6.23,D
-26.55905,-59.25331,337.18,0.6,0.53,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,301.46,12.43,D
-26.55966,-59.25483,343.55,0.6,0.53,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,301.43,10.04,D
-26.65272,-60.84518,367,0.38,0.59,2026-04-01,1711,SNPP,SNPP,h,2.0NRT,306.08,29.07,D
-26.42702,-59.56933,341.32,0.63,0.54,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,298.32,7.86,D
-26.47591,-60.97967,331.52,0.38,0.59,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,299.99,4.7,D
-26.45357,-64.24314,352.18,0.61,0.71,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,297.37,9.93,D
-26.34113,-62.85197,337.64,0.5,0.66,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,302.06,8.98,D
-26.45665,-64.24178,339.41,0.6,0.71,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,296.76,10.86,D
-26.34192,-62.8522,337.38,0.5,0.66,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,301.57,5.16,D
-26.13609,-61.23748,346.73,0.39,0.6,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,301.45,8.61,D
-26.13641,-61.24155,335.81,0.39,0.6,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,301.35,4.29,D
-26.13048,-61.23803,340.41,0.39,0.6,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,301.13,6.28,D
-25.99915,-59.73874,335.43,0.64,0.54,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,300.11,10.43,D
-25.99958,-59.74362,337.44,0.32,0.54,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,302.23,10.14,D
-26.00215,-59.73983,340.45,0.64,0.54,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,302.41,13.33,D
-25.79887,-58.97486,332.18,0.57,0.52,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,298.78,16.95,D
-25.79941,-58.98069,342.72,0.57,0.52,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,300.58,11.55,D
-25.79402,-58.97543,354.92,0.57,0.52,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,299.59,16.95,D
-25.79456,-58.98123,341.85,0.57,0.52,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,298.59,11.55,D
-25.79584,-58.97723,367,0.57,0.52,2026-04-01,1711,SNPP,SNPP,h,2.0NRT,301.73,22.04,D
-25.79526,-58.97143,342.82,0.57,0.52,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,298.87,9.12,D
-25.79642,-58.98304,339.43,0.57,0.52,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,299.29,22.04,D
-25.52044,-57.74456,333.47,0.47,0.48,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,297.04,4.58,D
-25.79074,-60.73304,334.23,0.36,0.58,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,302.58,3.65,D
-25.81017,-61.62727,367,0.41,0.61,2026-04-01,1711,SNPP,SNPP,h,2.0NRT,306.93,21.82,D
-25.81053,-61.63153,367,0.41,0.61,2026-04-01,1711,SNPP,SNPP,h,2.0NRT,306.77,23.03,D
-25.81087,-61.6358,367,0.41,0.61,2026-04-01,1711,SNPP,SNPP,h,2.0NRT,307.3,23.03,D
-25.80983,-61.623,342.82,0.41,0.61,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,302.79,21.82,D
-25.81122,-61.64006,352.3,0.41,0.61,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,305.83,8.82,D
-25.81157,-61.64434,339.11,0.41,0.61,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,304.21,8.82,D
-25.80445,-61.6278,367,0.41,0.61,2026-04-01,1711,SNPP,SNPP,h,2.0NRT,304.32,21.82,D
-25.8048,-61.63206,367,0.41,0.61,2026-04-01,1711,SNPP,SNPP,h,2.0NRT,305.29,23.03,D
-25.80515,-61.63633,367,0.41,0.61,2026-04-01,1711,SNPP,SNPP,h,2.0NRT,307.21,23.03,D
-25.80549,-61.64059,367,0.41,0.61,2026-04-01,1711,SNPP,SNPP,h,2.0NRT,306.79,8.82,D
-25.8041,-61.62354,351.25,0.41,0.61,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,302.2,21.82,D
-25.80584,-61.64486,355.52,0.41,0.61,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,306.19,8.82,D
-25.80619,-61.64913,333.46,0.41,0.61,2026-04-01,1711,SNPP,SNPP,l,2.0NRT,304.54,8.06,D
-25.39786,-58.0306,331.51,0.49,0.49,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,297.74,2.5,D
-25.398,-58.0323,331.15,0.49,0.49,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,297.63,3.73,D
-25.67341,-61.37725,337.45,0.4,0.6,2026-04-01,1711,SNPP,SNPP,l,2.0NRT,307.99,5.36,D
-28.92361,-57.91824,334.02,0.53,0.5,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,299.54,9.61,D
-28.85961,-57.29882,339.88,0.49,0.48,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,299.73,6.75,D
-28.86011,-57.30394,346.39,0.49,0.48,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,300.32,6.75,D
-28.91837,-57.91323,343.24,0.53,0.5,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,299.87,7.86,D
-28.91889,-57.91882,349.04,0.53,0.5,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,300.1,9.61,D
-28.85557,-57.30452,338.74,0.49,0.48,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,296.95,7.27,D
-28.78575,-57.00888,340.22,0.47,0.48,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,299.9,7.49,D
-28.78623,-57.01378,330.31,0.47,0.48,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,299.94,4.45,D
-28.78787,-57.01084,342.34,0.47,0.48,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,300.17,5.16,D
-28.78341,-57.01141,356.41,0.47,0.48,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,300.86,8.57,D
-28.77896,-57.01198,334.04,0.47,0.48,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,298.42,8.57,D
-28.81967,-57.6447,347.2,0.51,0.49,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,302.09,13.11,D
-28.82019,-57.65006,340.84,0.51,0.49,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,300.09,5.9,D
-28.80987,-57.64045,331.47,0.51,0.49,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,299.86,4.92,D
-28.79598,-57.69112,344.2,0.51,0.5,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,304.57,12.17,D
-28.74846,-59.65683,330.46,0.34,0.56,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,299.9,4.39,D
-28.9082,-62.34558,349.58,0.49,0.65,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,299.52,9.76,D
-28.24179,-56.53061,346.68,0.43,0.46,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,301.02,4.55,D
-28.23515,-56.50873,336.57,0.43,0.46,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,297.27,4.26,D
-28.24552,-56.60814,332.84,0.44,0.46,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,298.58,4.36,D
-28.24599,-56.61269,330.26,0.44,0.46,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,299.6,2.7,D
-28.2412,-56.60872,342.52,0.44,0.46,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,298.49,4.36,D
-28.24167,-56.61327,334.21,0.44,0.46,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,299.39,2.7,D
-28.24215,-56.61784,332.3,0.44,0.46,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,296.58,2.7,D
-28.21322,-56.50715,338.18,0.43,0.46,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,300.19,4.16,D
-28.21205,-56.58041,367,0.44,0.46,2026-04-01,1711,SNPP,SNPP,h,2.0NRT,303.58,8.62,D
-28.20926,-56.55326,330.91,0.43,0.46,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,300.64,3.81,D
-28.21158,-56.57587,334.88,0.44,0.46,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,301.59,6.86,D
-28.21251,-56.58494,330.98,0.44,0.46,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,300.73,8.62,D
-28.21564,-56.5057,337.88,0.43,0.46,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,302.53,2.96,D
-28.21136,-56.50629,334.31,0.43,0.46,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,300.3,2.96,D
-28.21494,-56.57877,352.17,0.44,0.46,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,300.74,7.23,D
-28.21063,-56.57935,350.78,0.44,0.46,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,302.14,7.23,D
-28.21113,-56.58387,346.64,0.44,0.46,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,301.63,7.23,D
-28.203,-56.58954,331.67,0.44,0.46,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,301.34,3.53,D
-28.20409,-56.64012,330.7,0.44,0.46,2026-04-01,1711,SNPP,SNPP,l,2.0NRT,300.93,3.33,D
-28.19781,-56.62247,335.71,0.44,0.46,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,299.66,6.05,D
-28.1983,-56.62702,342.43,0.44,0.46,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,300.65,6.88,D
-28.55002,-60.94809,338.52,0.4,0.6,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,299.2,2.58,D
-28.52084,-60.938,337.38,0.4,0.6,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,299.5,3.73,D
-28.51519,-60.93853,332.18,0.4,0.6,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,299.76,3.73,D
-28.51775,-60.93579,335.61,0.4,0.6,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,301.4,4.84,D
-28.51808,-60.94001,334.33,0.4,0.6,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,299.89,2.86,D
-28.46128,-60.9409,355.54,0.4,0.6,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,300.46,8.49,D
-28.46159,-60.94511,336.73,0.4,0.6,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,300.39,5.28,D
-28.29283,-59.49179,331.64,0.33,0.55,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,298.54,1.78,D
-28.28767,-59.49233,331.94,0.33,0.55,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,297.97,1.78,D
-28.2921,-59.49308,342.15,0.32,0.55,2026-04-01,1711,SNPP,SNPP,n,2.0NRT,299.08,4.21,D
